A,Starter,gameid
Jóhann Gudmundsson,1,541467
Jay Rodriguez,1,541467
Chris Wood,1,541467
Robbie Brady,0,541467
Matej Vydra,0,541467
Wilfredo Caballero,1,541474
Kurt Zouma,1,541474
Antonio Rüdiger,1,541474
César Azpilicueta,1,541474
Mateo Kovacic,1,541474
Jorginho,1,541474
Marcos Alonso,1,541474
Reece James,1,541474
Olivier Giroud,1,541474
Christian Pulisic,1,541474
Mason Mount,1,541474
Ruben Loftus-Cheek,0,541474
Ross Barkley,0,541474
Tammy Abraham,0,541474
Callum Hudson-Odoi,0,541474
Pedro,0,541474
Vicente Guaita,1,541472
Scott Dann,1,541472
Cheikhou Kouyaté,1,541472
Tyrick Mitchell,1,541472
Joel Ward,1,541472
James McArthur,1,541472
James McCarthy,1,541472
Jeff Schlupp,1,541472
Andros Townsend,1,541472
Wilfried Zaha,1,541472
Jordan Ayew,1,541472
Jairo Riedewald,0,541472
Luka Milivojevic,0,541472
Jordan Pickford,1,541466
Jarrad Branthwaite,1,541466
Michael Keane,1,541466
Lucas Digne,1,541466
Seamus Coleman,1,541466
Gylfi Sigurdsson,1,541466
Tom Davies,1,541466
André Gomes,1,541466
Moise Kean,1,541466
Richarlison,1,541466
Theo Walcott,1,541466
Leighton Baines,0,541466
Djibril Sidibé,0,541466
Bernard,0,541466
Dominic Calvert-Lewin,0,541466
Anthony Gordon,0,541466
Kasper Schmeichel,1,541469
Wes Morgan,1,541469
Jonny Evans,1,541469
James Justin,1,541469
Youri Tielemans,1,541469
Hamza Choudhury,1,541469
Wilfred Ndidi,1,541469
Luke Thomas,1,541469
Marc Albrighton,1,541469
Jamie Vardy,1,541469
Kelechi Iheanacho,1,541469
Harvey Barnes,0,541469
Dennis Praet,0,541469
George Hirst,0,541469
Demarai Gray,0,541469
Ayoze Pérez,0,541469
Ederson,1,541470
Aymeric Laporte,1,541470
Eric García,1,541470
João Cancelo,1,541470
Kyle Walker,1,541470
Rodri,1,541470
David Silva,1,541470
Kevin De Bruyne,1,541470
Gabriel Jesus,1,541470
Phil Foden,1,541470
Raheem Sterling,1,541470
Fernandinho,0,541470
Ilkay Gündogan,0,541470
Bernardo Silva,0,541470
Riyad Mahrez,0,541470
Martin Dubravka,1,541468
Federico Fernández,1,541468
Danny Rose,1,541468
Javier Manquillo,1,541468
Miguel Almirón,1,541468
Jonjo Shelvey,1,541468
Nabil Bentaleb,1,541468
Matt Ritchie,1,541468
Valentino Lazaro,1,541468
Dwight Gayle,1,541468
Allan Saint-Maximin,1,541468
Kelland Watts,0,541468
Isaac Hayden,0,541468
Sean Longstaff,0,541468
Andy Carroll,0,541468
Joelinton,0,541468
Alex McCarthy,1,541471
Jannik Vestergaard,1,541471
Jack Stephens,1,541471
Ryan Bertrand,1,541471
Kyle Walker-Peters,1,541471
Oriol Romeu,1,541471
James Ward-Prowse,1,541471
Nathan Redmond,1,541471
Stuart Armstrong,1,541471
Danny Ings,1,541471
Che Adams,1,541471
Michael Obafemi,0,541471
William Smallbone,0,541471
Shane Long,0,541471
Lukasz Fabianski,1,541465
Angelo Ogbonna,1,541465
Issa Diop,1,541465
Ben Johnson,1,541465
Ryan Fredericks,1,541465
Mark Noble,1,541465
Declan Rice,1,541465
Tomas Soucek,1,541465
Michail Antonio,1,541465
Pablo Fornals,1,541465
Jarrod Bowen,1,541465
Felipe Anderson,0,541465
Sébastian Haller,0,541465
Manuel Lanzini,0,541465
Andriy Yarmolenko,0,541465
