A,Starter,gameid
Tim Krul,-1,541844
Ben Godfrey,-1,541844
Grant Hanley,-1,541844
Jamal Lewis,-1,541844
Max Aarons,-1,541844
Marco Stiepermann,-1,541844
Tom Trybull,-1,541844
Kenny McLean,-1,541844
Teemu Pukki,-1,541844
Todd Cantwell,-1,541844
Emiliano Buendía,-1,541844
Moritz Leitner,0,541844
Onel Hernández,0,541844
Josip Drmic,0,541844
Ederson,-1,541843
Aymeric Laporte,-1,541843
John Stones,-1,541843
Oleksandr Zinchenko,-1,541843
Kyle Walker,-1,541843
Rodri,-1,541843
David Silva,-1,541843
Kevin De Bruyne,-1,541843
Gabriel Jesus,-1,541843
Raheem Sterling,-1,541843
Riyad Mahrez,-1,541843
Phil Foden,0,541843
Ilkay Gündogan,0,541843
Sergio Agüero,0,541843
Dean Henderson,-1,541840
John Egan,-1,541840
Jack O'Connell,-1,541840
Chris Basham,-1,541840
John Fleck,-1,541840
John Lundstram,-1,541840
Oliver Norwood,-1,541840
Enda Stevens,-1,541840
George Baldock,-1,541840
David McGoldrick,-1,541840
Callum Robinson,-1,541840
Billy Sharp,0,541840
Luke Freeman,0,541840
Oliver McBurnie,0,541840
Angus Gunn,-1,541841
Jack Stephens,-1,541841
Jannik Vestergaard,-1,541841
Jan Bednarek,-1,541841
James Ward-Prowse,-1,541841
Oriol Romeu,-1,541841
Ryan Bertrand,-1,541841
Yan Valery,-1,541841
Che Adams,-1,541841
Nathan Redmond,-1,541841
Danny Ings,-1,541841
Pierre-Emile Højbjerg,0,541841
Sofiane Boufal,0,541841
Michael Obafemi,0,541841
Jordan Pickford,-1,541839
Yerry Mina,-1,541839
Michael Keane,-1,541839
Lucas Digne,-1,541839
Seamus Coleman,-1,541839
Gylfi Sigurdsson,-1,541839
André Gomes,-1,541839
Morgan Schneiderlin,-1,541839
Dominic Calvert-Lewin,-1,541839
Bernard,-1,541839
Richarlison,-1,541839
Tom Davies,0,541839
Jean-Philippe Gbamin,0,541839
Moise Kean,0,541839
Mathew Ryan,-1,541838
Lewis Dunk,-1,541838
Dan Burn,-1,541838
Shane Duffy,-1,541838
Dale Stephens,-1,541838
Davy Pröpper,-1,541838
Solly March,-1,541838
Martín Montoya,-1,541838
Glenn Murray,-1,541838
Jürgen Locadia,-1,541838
Pascal Gross,-1,541838
Bernardo,0,541838
Neal Maupay,0,541838
Florin Andone,0,541838
Tom Heaton,-1,541837
Tyrone Mings,-1,541837
Björn Engels,-1,541837
Conor Hourihane,-1,541837
Neil Taylor,-1,541837
Ahmed El Mohamady,-1,541837
Jack Grealish,-1,541837
John McGinn,-1,541837
Anwar El-Ghazi,-1,541837
Trézéguet,-1,541837
Wesley,-1,541837
Douglas Luiz,0,541837
Jota,0,541837
Jonathan Kodjia,0,541837
Rui Patrício,-1,541842
Conor Coady,-1,541842
Willy Boly,-1,541842
Ryan Bennett,-1,541842
João Moutinho,-1,541842
Leander Dendoncker,-1,541842
Rúben Neves,-1,541842
Jonny,-1,541842
Matthew Doherty,-1,541842
Diogo Jota,-1,541842
Raúl Jiménez,-1,541842
Romain Saïss,0,541842
Patrick Cutrone,0,541842
Bernd Leno,-1,541836
Sokratis Papastathopoulos,-1,541836
Calum Chambers,-1,541836
Nacho Monreal,-1,541836
Ainsley Maitland-Niles,-1,541836
Joseph Willock,-1,541836
Granit Xhaka,-1,541836
Matteo Guendouzi,-1,541836
Pierre-Emerick Aubameyang,-1,541836
Reiss Nelson,-1,541836
Henrikh Mkhitaryan,-1,541836
Dani Ceballos,0,541836
Nicolas Pépé,0,541836
Gabriel Martinelli,0,541836
Kepa Arrizabalaga,-1,541835
Kurt Zouma,-1,541835
Andreas Christensen,-1,541835
Emerson Palmieri,-1,541835
César Azpilicueta,-1,541835
Mason Mount,-1,541835
Mateo Kovacic,-1,541835
Jorginho,-1,541835
Tammy Abraham,-1,541835
Ross Barkley,-1,541835
Pedro,-1,541835
N'Golo Kanté,0,541835
Olivier Giroud,0,541835
Christian Pulisic,0,541835
Nick Pope,-1,541826
Ben Mee,-1,541826
James Tarkowski,-1,541826
Erik Pieters,-1,541826
Matthew Lowton,-1,541826
Jack Cork,-1,541826
Ashley Westwood,-1,541826
Dwight McNeil,-1,541826
Jóhann Gudmundsson,-1,541826
Ashley Barnes,-1,541826
Chris Wood,-1,541826
Aaron Lennon,0,541826
Jay Rodriguez,0,541826
Aaron Ramsdale,-1,541825
Nathan Aké,-1,541825
Steve Cook,-1,541825
Charlie Daniels,-1,541825
Adam Smith,-1,541825
Jefferson Lerma,-1,541825
Philip Billing,-1,541825
Ryan Fraser,-1,541825
Harry Wilson,-1,541825
Callum Wilson,-1,541825
Joshua King,-1,541825
Andrew Surman,0,541825
Dominic Solanke,0,541825
Lukasz Fabianski,-1,541834
Angelo Ogbonna,-1,541834
Issa Diop,-1,541834
Declan Rice,-1,541834
Arthur Masuaku,-1,541834
Ryan Fredericks,-1,541834
Manuel Lanzini,-1,541834
Jack Wilshere,-1,541834
Pablo Fornals,-1,541834
Robert Snodgrass,-1,541834
Javier Hernández,-1,541834
Michail Antonio,0,541834
Andriy Yarmolenko,0,541834
Carlos Sánchez,0,541834
Ben Foster,-1,541833
Craig Cathcart,-1,541833
Craig Dawson,-1,541833
José Holebas,-1,541833
Kiko,-1,541833
Étienne Capoue,-1,541833
Abdoulaye Doucouré,-1,541833
Troy Deeney,-1,541833
Gerard Deulofeu,-1,541833
Roberto Pereyra,-1,541833
Will Hughes,-1,541833
Andre Gray,0,541833
Tom Cleverley,0,541833
Danny Welbeck,0,541833
Martin Dubravka,-1,541831
Jamaal Lascelles,-1,541831
Paul Dummett,-1,541831
Fabian Schär,-1,541831
Ki Sung-Yueng,-1,541831
Isaac Hayden,-1,541831
Jonjo Shelvey,-1,541831
Matt Ritchie,-1,541831
Emil Krafth,-1,541831
Joelinton,-1,541831
Miguel Almirón,-1,541831
Sean Longstaff,0,541831
Yoshinori Muto,0,541831
Adrián,-1,541829
Virgil van Dijk,-1,541829
Joël Matip,-1,541829
Andy Robertson,-1,541829
Trent Alexander-Arnold,-1,541829
Georginio Wijnaldum,-1,541829
James Milner,-1,541829
Alex Oxlade-Chamberlain,-1,541829
Roberto Firmino,-1,541829
Sadio Mané,-1,541829
Mohamed Salah,-1,541829
Fabinho,0,541829
Jordan Henderson,0,541829
Divock Origi,0,541829
Hugo Lloris,-1,541832
Davinson Sánchez,-1,541832
Toby Alderweireld,-1,541832
Danny Rose,-1,541832
Kyle Walker-Peters,-1,541832
Erik Lamela,-1,541832
Tanguy Ndombele,-1,541832
Harry Winks,-1,541832
Harry Kane,-1,541832
Christian Eriksen,-1,541832
Moussa Sissoko,-1,541832
Giovani Lo Celso,0,541832
Lucas Moura,0,541832
Oliver Skipp,0,541832
Vicente Guaita,-1,541827
Scott Dann,-1,541827
Martin Kelly,-1,541827
Patrick van Aanholt,-1,541827
Joel Ward,-1,541827
Luka Milivojevic,-1,541827
James McArthur,-1,541827
Max Meyer,-1,541827
Andros Townsend,-1,541827
Wilfried Zaha,-1,541827
Christian Benteke,-1,541827
Connor Wickham,0,541827
Jeff Schlupp,0,541827
James McCarthy,0,541827
Kasper Schmeichel,-1,541828
Çaglar Söyüncü,-1,541828
Jonny Evans,-1,541828
Wilfred Ndidi,-1,541828
Christian Fuchs,-1,541828
Ricardo Pereira,-1,541828
Hamza Choudhury,-1,541828
Youri Tielemans,-1,541828
James Maddison,-1,541828
Ayoze Pérez,-1,541828
Jamie Vardy,-1,541828
Dennis Praet,0,541828
Marc Albrighton,0,541828
David de Gea,-1,541830
Harry Maguire,-1,541830
Victor Lindelöf,-1,541830
Luke Shaw,-1,541830
Aaron Wan-Bissaka,-1,541830
Jesse Lingard,-1,541830
Scott McTominay,-1,541830
Paul Pogba,-1,541830
Anthony Martial,-1,541830
Marcus Rashford,-1,541830
Daniel James,-1,541830
Juan Mata,0,541830
Andreas Pereira,0,541830
Mason Greenwood,0,541830
Jordan Pickford,-1,541819
Yerry Mina,-1,541819
Michael Keane,-1,541819
Lucas Digne,-1,541819
Seamus Coleman,-1,541819
Gylfi Sigurdsson,-1,541819
André Gomes,-1,541819
Morgan Schneiderlin,-1,541819
Dominic Calvert-Lewin,-1,541819
Bernard,-1,541819
Richarlison,-1,541819
Alex Iwobi,0,541819
Moise Kean,0,541819
Theo Walcott,0,541819
Kepa Arrizabalaga,-1,541817
Kurt Zouma,-1,541817
Andreas Christensen,-1,541817
Emerson Palmieri,-1,541817
César Azpilicueta,-1,541817
Jorginho,-1,541817
Ross Barkley,-1,541817
Mateo Kovacic,-1,541817
Tammy Abraham,-1,541817
Mason Mount,-1,541817
Christian Pulisic,-1,541817
Olivier Giroud,0,541817
Marcos Alonso,0,541817
Willian,0,541817
Angus Gunn,-1,541823
Jannik Vestergaard,-1,541823
Jan Bednarek,-1,541823
Kevin Danso,-1,541823
Yan Valery,-1,541823
Pierre-Emile Højbjerg,-1,541823
Oriol Romeu,-1,541823
Danny Ings,-1,541823
Che Adams,-1,541823
Nathan Redmond,-1,541823
James Ward-Prowse,-1,541823
Moussa Djenepo,0,541823
Stuart Armstrong,0,541823
Sofiane Boufal,0,541823
Vicente Guaita,-1,541818
Gary Cahill,-1,541818
Martin Kelly,-1,541818
Patrick van Aanholt,-1,541818
Joel Ward,-1,541818
Cheikhou Kouyaté,-1,541818
James McArthur,-1,541818
Luka Milivojevic,-1,541818
Jeff Schlupp,-1,541818
Wilfried Zaha,-1,541818
Jordan Ayew,-1,541818
James McCarthy,0,541818
Andros Townsend,0,541818
Christian Benteke,0,541818
Kasper Schmeichel,-1,541820
Çaglar Söyüncü,-1,541820
Jonny Evans,-1,541820
Christian Fuchs,-1,541820
Ricardo Pereira,-1,541820
Hamza Choudhury,-1,541820
Dennis Praet,-1,541820
Youri Tielemans,-1,541820
Jamie Vardy,-1,541820
James Maddison,-1,541820
Ayoze Pérez,-1,541820
Harvey Barnes,0,541820
Nampalys Mendy,0,541820
Wes Morgan,0,541820
Lukasz Fabianski,-1,541824
Angelo Ogbonna,-1,541824
Issa Diop,-1,541824
Arthur Masuaku,-1,541824
Ryan Fredericks,-1,541824
Manuel Lanzini,-1,541824
Mark Noble,-1,541824
Declan Rice,-1,541824
Sébastian Haller,-1,541824
Felipe Anderson,-1,541824
Andriy Yarmolenko,-1,541824
Carlos Sánchez,0,541824
Pablo Fornals,0,541824
Michail Antonio,0,541824
Bernd Leno,-1,541815
David Luiz,-1,541815
Sokratis Papastathopoulos,-1,541815
Nacho Monreal,-1,541815
Ainsley Maitland-Niles,-1,541815
Pierre-Emerick Aubameyang,-1,541815
Granit Xhaka,-1,541815
Dani Ceballos,-1,541815
Joseph Willock,-1,541815
Matteo Guendouzi,-1,541815
Nicolas Pépé,-1,541815
Lucas Torreira,0,541815
Alexandre Lacazette,0,541815
Henrikh Mkhitaryan,0,541815
Ederson,-1,541821
Aymeric Laporte,-1,541821
Nicolás Otamendi,-1,541821
Oleksandr Zinchenko,-1,541821
Kyle Walker,-1,541821
Ilkay Gündogan,-1,541821
David Silva,-1,541821
Kevin De Bruyne,-1,541821
Sergio Agüero,-1,541821
Raheem Sterling,-1,541821
Bernardo Silva,-1,541821
João Cancelo,0,541821
Rodri,0,541821
Riyad Mahrez,0,541821
Martin Dubravka,-1,541822
Jamaal Lascelles,-1,541822
Paul Dummett,-1,541822
Fabian Schär,-1,541822
Matt Ritchie,-1,541822
Emil Krafth,-1,541822
Sean Longstaff,-1,541822
Isaac Hayden,-1,541822
Allan Saint-Maximin,-1,541822
Miguel Almirón,-1,541822
Joelinton,-1,541822
Federico Fernández,0,541822
Christian Atsu,0,541822
Yoshinori Muto,0,541822
Nick Pope,-1,541816
Ben Mee,-1,541816
James Tarkowski,-1,541816
Erik Pieters,-1,541816
Matthew Lowton,-1,541816
Ashley Westwood,-1,541816
Jack Cork,-1,541816
Dwight McNeil,-1,541816
Jóhann Gudmundsson,-1,541816
Ashley Barnes,-1,541816
Chris Wood,-1,541816
Jeff Hendrick,0,541816
Aaron Lennon,0,541816
Jay Rodriguez,0,541816
David de Gea,-1,541809
Harry Maguire,-1,541809
Victor Lindelöf,-1,541809
Ashley Young,-1,541809
Aaron Wan-Bissaka,-1,541809
Juan Mata,-1,541809
Scott McTominay,-1,541809
Paul Pogba,-1,541809
Marcus Rashford,-1,541809
Daniel James,-1,541809
Andreas Pereira,-1,541809
Nemanja Matic,0,541809
Mason Greenwood,0,541809
Jesse Lingard,0,541809
Dean Henderson,-1,541811
John Egan,-1,541811
Jack O'Connell,-1,541811
Chris Basham,-1,541811
Luke Freeman,-1,541811
John Lundstram,-1,541811
Oliver Norwood,-1,541811
Enda Stevens,-1,541811
George Baldock,-1,541811
Oliver McBurnie,-1,541811
Callum Robinson,-1,541811
Ben Osborn,0,541811
Lys Mousset,0,541811
David McGoldrick,0,541811
Tom Heaton,-1,541805
Tyrone Mings,-1,541805
Björn Engels,-1,541805
Neil Taylor,-1,541805
Frédéric Guilbert,-1,541805
Douglas Luiz,-1,541805
Jack Grealish,-1,541805
John McGinn,-1,541805
Wesley,-1,541805
Trézéguet,-1,541805
Jota,-1,541805
Conor Hourihane,0,541805
Henri Lansbury,0,541805
Keinan Davis,0,541805
Aaron Ramsdale,-1,541806
Steve Cook,-1,541806
Chris Mepham,-1,541806
Nathan Aké,-1,541806
Adam Smith,-1,541806
Jefferson Lerma,-1,541806
Philip Billing,-1,541806
Ryan Fraser,-1,541806
Harry Wilson,-1,541806
Callum Wilson,-1,541806
Joshua King,-1,541806
Jordon Ibe,0,541806
Dominic Solanke,0,541806
Andrew Surman,0,541806
Mathew Ryan,-1,541807
Lewis Dunk,-1,541807
Dan Burn,-1,541807
Adam Webster,-1,541807
Davy Pröpper,-1,541807
Dale Stephens,-1,541807
Bernardo,-1,541807
Martín Montoya,-1,541807
Neal Maupay,-1,541807
Leandro Trossard,-1,541807
Solly March,-1,541807
Glenn Murray,0,541807
Aaron Connolly,0,541807
Pascal Gross,0,541807
Ben Foster,-1,541813
Christian Kabasele,-1,541813
Craig Cathcart,-1,541813
Craig Dawson,-1,541813
Tom Cleverley,-1,541813
Abdoulaye Doucouré,-1,541813
Kiko,-1,541813
Daryl Janmaat,-1,541813
Andre Gray,-1,541813
Roberto Pereyra,-1,541813
Will Hughes,-1,541813
Nathaniel Chalobah,0,541813
Gerard Deulofeu,0,541813
Issac Success,0,541813
Tim Krul,-1,541810
Ben Godfrey,-1,541810
Christoph Zimmermann,-1,541810
Jamal Lewis,-1,541810
Max Aarons,-1,541810
Marco Stiepermann,-1,541810
Moritz Leitner,-1,541810
Tom Trybull,-1,541810
Teemu Pukki,-1,541810
Todd Cantwell,-1,541810
Emiliano Buendía,-1,541810
Ibrahim Amadou,0,541810
Josip Drmic,0,541810
Kenny McLean,0,541810
Adrián,-1,541808
Virgil van Dijk,-1,541808
Joël Matip,-1,541808
Andy Robertson,-1,541808
Trent Alexander-Arnold,-1,541808
Fabinho,-1,541808
Georginio Wijnaldum,-1,541808
Jordan Henderson,-1,541808
Roberto Firmino,-1,541808
Sadio Mané,-1,541808
Mohamed Salah,-1,541808
Alex Oxlade-Chamberlain,0,541808
Xherdan Shaqiri,0,541808
Divock Origi,0,541808
Rui Patrício,-1,541814
Conor Coady,-1,541814
Willy Boly,-1,541814
Ryan Bennett,-1,541814
Romain Saïss,-1,541814
Leander Dendoncker,-1,541814
Rúben Neves,-1,541814
Ruben Vinagre,-1,541814
Adama Traoré,-1,541814
Patrick Cutrone,-1,541814
Raúl Jiménez,-1,541814
João Moutinho,0,541814
Pedro Neto,0,541814
Diogo Jota,0,541814
Hugo Lloris,-1,541812
Jan Vertonghen,-1,541812
Toby Alderweireld,-1,541812
Danny Rose,-1,541812
Davinson Sánchez,-1,541812
Harry Winks,-1,541812
Moussa Sissoko,-1,541812
Harry Kane,-1,541812
Son Heung-Min,-1,541812
Christian Eriksen,-1,541812
Erik Lamela,-1,541812
Giovani Lo Celso,0,541812
Dele Alli,0,541812
Martin Dubravka,-1,541802
Jamaal Lascelles,-1,541802
Paul Dummett,-1,541802
Fabian Schär,-1,541802
Jetro Willems,-1,541802
Emil Krafth,-1,541802
Jonjo Shelvey,-1,541802
Isaac Hayden,-1,541802
Christian Atsu,-1,541802
Miguel Almirón,-1,541802
Joelinton,-1,541802
Federico Fernández,0,541802
Javier Manquillo,0,541802
Yoshinori Muto,0,541802
Nick Pope,-1,541796
Ben Mee,-1,541796
James Tarkowski,-1,541796
Erik Pieters,-1,541796
Matthew Lowton,-1,541796
Jack Cork,-1,541796
Ashley Westwood,-1,541796
Dwight McNeil,-1,541796
Aaron Lennon,-1,541796
Chris Wood,-1,541796
Ashley Barnes,-1,541796
Matej Vydra,0,541796
Jeff Hendrick,0,541796
Jay Rodriguez,0,541796
Kasper Schmeichel,-1,541800
Çaglar Söyüncü,-1,541800
Jonny Evans,-1,541800
Wilfred Ndidi,-1,541800
Ben Chilwell,-1,541800
Ricardo Pereira,-1,541800
Hamza Choudhury,-1,541800
Youri Tielemans,-1,541800
James Maddison,-1,541800
Demarai Gray,-1,541800
Jamie Vardy,-1,541800
Ayoze Pérez,0,541800
Harvey Barnes,0,541800
Angus Gunn,-1,541803
Maya Yoshida,-1,541803
Jannik Vestergaard,-1,541803
Jan Bednarek,-1,541803
Pierre-Emile Højbjerg,-1,541803
Oriol Romeu,-1,541803
Moussa Djenepo,-1,541803
Cédric Soares,-1,541803
Che Adams,-1,541803
Sofiane Boufal,-1,541803
James Ward-Prowse,-1,541803
Danny Ings,0,541803
Shane Long,0,541803
Stuart Armstrong,0,541803
Vicente Guaita,-1,541798
Mamadou Sakho,-1,541798
Gary Cahill,-1,541798
Patrick van Aanholt,-1,541798
Joel Ward,-1,541798
Jeff Schlupp,-1,541798
Cheikhou Kouyaté,-1,541798
Luka Milivojevic,-1,541798
Andros Townsend,-1,541798
Wilfried Zaha,-1,541798
Jordan Ayew,-1,541798
James McCarthy,0,541798
Víctor Camarasa,0,541798
Christian Benteke,0,541798
Kepa Arrizabalaga,-1,541797
Andreas Christensen,-1,541797
Fikayo Tomori,-1,541797
Antonio Rüdiger,-1,541797
Mateo Kovacic,-1,541797
Jorginho,-1,541797
Marcos Alonso,-1,541797
César Azpilicueta,-1,541797
Tammy Abraham,-1,541797
Mason Mount,-1,541797
Willian,-1,541797
Kurt Zouma,0,541797
Ross Barkley,0,541797
Michy Batshuayi,0,541797
Ederson,-1,541801
Nicolás Otamendi,-1,541801
John Stones,-1,541801
Oleksandr Zinchenko,-1,541801
Kyle Walker,-1,541801
David Silva,-1,541801
Rodri,-1,541801
Ilkay Gündogan,-1,541801
Sergio Agüero,-1,541801
Raheem Sterling,-1,541801
Bernardo Silva,-1,541801
Gabriel Jesus,0,541801
Kevin De Bruyne,0,541801
Riyad Mahrez,0,541801
Jordan Pickford,-1,541799
Yerry Mina,-1,541799
Michael Keane,-1,541799
Lucas Digne,-1,541799
Seamus Coleman,-1,541799
Gylfi Sigurdsson,-1,541799
Fabian Delph,-1,541799
Morgan Schneiderlin,-1,541799
Dominic Calvert-Lewin,-1,541799
Alex Iwobi,-1,541799
Richarlison,-1,541799
Moise Kean,0,541799
Bernard,0,541799
Theo Walcott,0,541799
Bernd Leno,-1,541795
David Luiz,-1,541795
Sokratis Papastathopoulos,-1,541795
Granit Xhaka,-1,541795
Sead Kolasinac,-1,541795
Ainsley Maitland-Niles,-1,541795
Mesut Özil,-1,541795
Dani Ceballos,-1,541795
Matteo Guendouzi,-1,541795
Pierre-Emerick Aubameyang,-1,541795
Nicolas Pépé,-1,541795
Reiss Nelson,0,541795
Joseph Willock,0,541795
Lucas Torreira,0,541795
Lukasz Fabianski,-1,541804
Angelo Ogbonna,-1,541804
Issa Diop,-1,541804
Declan Rice,-1,541804
Arthur Masuaku,-1,541804
Ryan Fredericks,-1,541804
Manuel Lanzini,-1,541804
Mark Noble,-1,541804
Felipe Anderson,-1,541804
Andriy Yarmolenko,-1,541804
Sébastian Haller,-1,541804
Fabián Balbuena,0,541804
Pablo Zabaleta,0,541804
Pablo Fornals,0,541804
Aaron Ramsdale,-1,541786
Nathan Aké,-1,541786
Steve Cook,-1,541786
Diego Rico,-1,541786
Jack Stacey,-1,541786
Philip Billing,-1,541786
Jefferson Lerma,-1,541786
Joshua King,-1,541786
Harry Wilson,-1,541786
Dominic Solanke,-1,541786
Callum Wilson,-1,541786
Andrew Surman,0,541786
Ryan Fraser,0,541786
Lewis Cook,0,541786
Paulo Gazzaniga,-1,541792
Jan Vertonghen,-1,541792
Toby Alderweireld,-1,541792
Harry Winks,-1,541792
Danny Rose,-1,541792
Serge Aurier,-1,541792
Erik Lamela,-1,541792
Tanguy Ndombele,-1,541792
Moussa Sissoko,-1,541792
Son Heung-Min,-1,541792
Harry Kane,-1,541792
Christian Eriksen,0,541792
Lucas Moura,0,541792
Victor Wanyama,0,541792
Tim Krul,-1,541790
Ben Godfrey,-1,541790
Ibrahim Amadou,-1,541790
Jamal Lewis,-1,541790
Sam Byram,-1,541790
Marco Stiepermann,-1,541790
Kenny McLean,-1,541790
Alexander Tettey,-1,541790
Teemu Pukki,-1,541790
Todd Cantwell,-1,541790
Emiliano Buendía,-1,541790
Josip Drmic,0,541790
Moritz Leitner,0,541790
Patrick Roberts,0,541790
Dean Henderson,-1,541791
John Egan,-1,541791
Jack O'Connell,-1,541791
Chris Basham,-1,541791
John Fleck,-1,541791
John Lundstram,-1,541791
Oliver Norwood,-1,541791
Enda Stevens,-1,541791
George Baldock,-1,541791
Callum Robinson,-1,541791
Oliver McBurnie,-1,541791
Phil Jagielka,0,541791
Lys Mousset,0,541791
Ben Osborn,0,541791
Ben Foster,-1,541793
Adrian Mariappa,-1,541793
Craig Dawson,-1,541793
José Holebas,-1,541793
Kiko,-1,541793
Abdoulaye Doucouré,-1,541793
Étienne Capoue,-1,541793
Will Hughes,-1,541793
Dimitri Foulquier,-1,541793
Gerard Deulofeu,-1,541793
Tom Cleverley,-1,541793
Ismaïla Sarr,0,541793
Roberto Pereyra,0,541793
Andre Gray,0,541793
Mathew Ryan,-1,541787
Lewis Dunk,-1,541787
Dan Burn,-1,541787
Adam Webster,-1,541787
Davy Pröpper,-1,541787
Dale Stephens,-1,541787
Steven Alzate,-1,541787
Martín Montoya,-1,541787
Neal Maupay,-1,541787
Aaron Mooy,-1,541787
Pascal Gross,-1,541787
Yves Bissouma,0,541787
Aaron Connolly,0,541787
Gaëtan Bong,0,541787
Rui Patrício,-1,541794
Conor Coady,-1,541794
Romain Saïss,-1,541794
Willy Boly,-1,541794
João Moutinho,-1,541794
Leander Dendoncker,-1,541794
Jonny,-1,541794
Matthew Doherty,-1,541794
Raúl Jiménez,-1,541794
Diogo Jota,-1,541794
Adama Traoré,-1,541794
Pedro Neto,0,541794
Rúben Neves,0,541794
Patrick Cutrone,0,541794
David de Gea,-1,541789
Harry Maguire,-1,541789
Victor Lindelöf,-1,541789
Ashley Young,-1,541789
Aaron Wan-Bissaka,-1,541789
Juan Mata,-1,541789
Nemanja Matic,-1,541789
Scott McTominay,-1,541789
Marcus Rashford,-1,541789
Daniel James,-1,541789
Andreas Pereira,-1,541789
Angel Gomes,0,541789
Fred,0,541789
Jesse Lingard,0,541789
Tom Heaton,-1,541785
Tyrone Mings,-1,541785
Björn Engels,-1,541785
Neil Taylor,-1,541785
Frédéric Guilbert,-1,541785
Marvelous Nakamba,-1,541785
Jack Grealish,-1,541785
John McGinn,-1,541785
Wesley,-1,541785
Anwar El-Ghazi,-1,541785
Trézéguet,-1,541785
Conor Hourihane,0,541785
Henri Lansbury,0,541785
Ahmed El Mohamady,0,541785
Adrián,-1,541788
Virgil van Dijk,-1,541788
Joël Matip,-1,541788
Andy Robertson,-1,541788
Trent Alexander-Arnold,-1,541788
Fabinho,-1,541788
Georginio Wijnaldum,-1,541788
Jordan Henderson,-1,541788
Roberto Firmino,-1,541788
Sadio Mané,-1,541788
Mohamed Salah,-1,541788
Adam Lallana,0,541788
James Milner,0,541788
Joe Gomez,0,541788
Adrián,-1,541778
Virgil van Dijk,-1,541778
Joël Matip,-1,541778
Andy Robertson,-1,541778
Trent Alexander-Arnold,-1,541778
Fabinho,-1,541778
Georginio Wijnaldum,-1,541778
Jordan Henderson,-1,541778
Roberto Firmino,-1,541778
Sadio Mané,-1,541778
Mohamed Salah,-1,541778
Divock Origi,0,541778
James Milner,0,541778
Alex Oxlade-Chamberlain,0,541778
Lukasz Fabianski,-1,541784
Angelo Ogbonna,-1,541784
Issa Diop,-1,541784
Declan Rice,-1,541784
Aaron Cresswell,-1,541784
Ryan Fredericks,-1,541784
Pablo Fornals,-1,541784
Mark Noble,-1,541784
Felipe Anderson,-1,541784
Andriy Yarmolenko,-1,541784
Sébastian Haller,-1,541784
Roberto,0,541784
Manuel Lanzini,0,541784
Jack Wilshere,0,541784
Nick Pope,-1,541777
Ben Mee,-1,541777
James Tarkowski,-1,541777
Erik Pieters,-1,541777
Matthew Lowton,-1,541777
Jack Cork,-1,541777
Ashley Westwood,-1,541777
Dwight McNeil,-1,541777
Jeff Hendrick,-1,541777
Ashley Barnes,-1,541777
Chris Wood,-1,541777
Jay Rodriguez,0,541777
Robbie Brady,0,541777
Mathew Ryan,-1,541776
Lewis Dunk,-1,541776
Dan Burn,-1,541776
Adam Webster,-1,541776
Aaron Mooy,-1,541776
Pascal Gross,-1,541776
Dale Stephens,-1,541776
Steven Alzate,-1,541776
Martín Montoya,-1,541776
Neal Maupay,-1,541776
Yves Bissouma,-1,541776
Aaron Connolly,0,541776
Glenn Murray,0,541776
Gaëtan Bong,0,541776
Ralf Fährmann,-1,541781
Ben Godfrey,-1,541781
Ibrahim Amadou,-1,541781
Jamal Lewis,-1,541781
Max Aarons,-1,541781
Marco Stiepermann,-1,541781
Kenny McLean,-1,541781
Moritz Leitner,-1,541781
Teemu Pukki,-1,541781
Todd Cantwell,-1,541781
Emiliano Buendía,-1,541781
Michael McGovern,0,541781
Josip Drmic,0,541781
Patrick Roberts,0,541781
Angus Gunn,-1,541782
Maya Yoshida,-1,541782
Jannik Vestergaard,-1,541782
Jan Bednarek,-1,541782
Pierre-Emile Højbjerg,-1,541782
Oriol Romeu,-1,541782
Sofiane Boufal,-1,541782
Ryan Bertrand,-1,541782
James Ward-Prowse,-1,541782
Danny Ings,-1,541782
Nathan Redmond,-1,541782
Stuart Armstrong,0,541782
Shane Long,0,541782
Michael Obafemi,0,541782
Ben Foster,-1,541783
Craig Cathcart,-1,541783
Craig Dawson,-1,541783
José Holebas,-1,541783
Daryl Janmaat,-1,541783
Abdoulaye Doucouré,-1,541783
Étienne Capoue,-1,541783
Tom Cleverley,-1,541783
Danny Welbeck,-1,541783
Gerard Deulofeu,-1,541783
Ismaïla Sarr,-1,541783
Roberto Pereyra,0,541783
Andre Gray,0,541783
Ederson,-1,541779
Fernandinho,-1,541779
Nicolás Otamendi,-1,541779
Oleksandr Zinchenko,-1,541779
Kyle Walker,-1,541779
Rodri,-1,541779
Ilkay Gündogan,-1,541779
Kevin De Bruyne,-1,541779
Gabriel Jesus,-1,541779
Raheem Sterling,-1,541779
Riyad Mahrez,-1,541779
Bernardo Silva,0,541779
Sergio Agüero,0,541779
David Silva,0,541779
Martin Dubravka,-1,541780
Fabian Schär,-1,541780
Jamaal Lascelles,-1,541780
Paul Dummett,-1,541780
Emil Krafth,-1,541780
Yoshinori Muto,-1,541780
Sean Longstaff,-1,541780
Isaac Hayden,-1,541780
Joelinton,-1,541780
Christian Atsu,-1,541780
Miguel Almirón,-1,541780
Ki Sung-Yueng,0,541780
Andy Carroll,0,541780
DeAndre Yedlin,0,541780
Bernd Leno,-1,541775
David Luiz,-1,541775
Sokratis Papastathopoulos,-1,541775
Sead Kolasinac,-1,541775
